2,1,525.2960640168485,46.07870483398435,158.88111415380317,420.9566162109375,1,-1,-1,-1
4,3,464.9952948264143,263.9240905761719,119.35228144092147,267.76206665039064,1,-1,-1,-1
5,3,463.37715428058016,259.97604193728597,122.1642608230024,274.0203577495977,1,-1,-1,-1
6,3,460.4515492337839,263.45203588151276,121.97937859792845,273.6602139243421,1,-1,-1,-1
7,3,454.90468788133234,265.331010794941,121.21575202278619,271.83902588512325,1,-1,-1,-1
8,3,452.00243370509196,245.41844417988293,123.30877718823254,277.40954613256355,1,-1,-1,-1
9,1,431.75942250753064,10.449710461795775,179.79724195847194,465.0431673818842,1,-1,-1,-1
10,1,419.4605361598311,9.855982263463773,183.64503269653375,466.65794390776506,1,-1,-1,-1
11,1,409.86618239043594,12.66462255545892,173.49345866625396,432.59181580221946,1,-1,-1,-1
26,1,257.6554931463545,87.02272283682572,204.74560202510543,491.1283812426358,1,-1,-1,-1
27,1,250.70448462346002,93.16405107826589,212.12305540637632,489.6200918441603,1,-1,-1,-1
31,1,254.16917062274268,67.36990597715172,211.7639604302124,466.93592396651064,1,-1,-1,-1
32,8,227.4733227304608,61.79249572753906,142.04334477345338,338.8201049804687,1,-1,-1,-1
32,1,250.62254623798157,50.28930558293342,213.08007828874733,458.4938231358516,1,-1,-1,-1
33,8,230.91386237695588,56.38410574204562,140.79075074037917,336.7343183131778,1,-1,-1,-1
33,1,246.89959752281854,36.136879703011346,213.9471313038377,460.0857561686919,1,-1,-1,-1
33,9,774.5405674075287,69.43164672851566,363.5884452630675,590.4584716796875,1,-1,-1,-1
34,1,241.90050841809727,23.314717876115026,213.49533737924438,459.2646242708394,1,-1,-1,-1
34,9,767.8417072700797,58.56201161055003,358.72381701532106,582.798224729309,1,-1,-1,-1
35,1,246.5590253839294,22.63901993396408,207.5233255666005,450.91577515730444,1,-1,-1,-1
37,1,247.98872392308277,6.851573761209806,194.14935975184767,428.1303450770195,1,-1,-1,-1
38,1,254.83433361064152,15.372202904263531,167.88669156892934,373.53015319113325,1,-1,-1,-1
39,1,252.14385497322473,3.39679180061853,166.81544328946848,371.12838212086456,1,-1,-1,-1
40,1,237.11761432821567,-0.4575392745958311,187.7092477559812,418.8359044654359,1,-1,-1,-1
41,1,240.10804035909393,12.283730464764858,173.2948451175499,379.3685555735438,1,-1,-1,-1
42,1,236.25977102901174,23.13120046633901,170.21811602305044,364.08030156032805,1,-1,-1,-1
43,1,216.10265346763433,7.023773792482132,193.8382349555688,407.17896961807,1,-1,-1,-1
44,1,205.65042456186382,1.4754064811706087,207.51959028808116,429.3973543366866,1,-1,-1,-1
45,1,202.04564456904828,-0.6113043768085618,211.89342740393175,441.23579854508773,1,-1,-1,-1
46,1,196.75920877932646,-1.301102439675276,211.21727347960578,444.2800243470132,1,-1,-1,-1
47,1,195.54901185059958,-1.4436441154464603,206.37712203811842,434.85359875357,1,-1,-1,-1
